0.36,0.375,0.4,0.425,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825
"968,570.00","959,150.00","989,200.00","992,520.00","993,730.00","995,330.00","999,050.00","995,050.00","994,950.00","993,550.00","990,830.00","990,000.00","989,180.00","988,990.00","989,080.00","989,450.00","989,170.00","989,660.00","989,890.00","989,490.00"
"968,590.00","959,470.00","989,050.00","992,370.00","993,640.00","995,330.00","998,840.00","995,020.00","994,760.00","993,550.00","990,730.00","990,240.00","989,320.00","989,180.00","989,160.00","989,300.00","989,390.00","989,890.00","989,460.00","989,380.00"
"968,700.00","960,170.00","989,120.00","992,570.00","993,580.00","995,080.00","998,920.00","995,080.00","994,850.00","993,730.00","990,800.00","990,340.00","989,340.00","988,960.00","988,990.00","989,430.00","989,300.00","989,590.00","989,410.00","989,480.00"
"968,620.00","959,150.00","989,250.00","992,370.00","993,680.00","995,030.00","998,830.00","995,050.00","994,820.00","993,460.00","990,890.00","990,090.00","989,310.00","989,290.00","989,090.00","989,420.00","988,850.00","989,420.00","989,640.00","989,340.00"
"968,410.00","959,070.00","989,250.00","992,500.00","993,950.00","995,050.00","998,950.00","995,120.00","994,750.00","993,680.00","990,820.00","990,100.00","989,290.00","989,080.00","989,240.00","989,320.00","989,320.00","989,730.00","989,940.00","989,150.00"
"967,250.00","959,030.00","989,070.00","992,700.00","993,810.00","995,460.00","998,860.00","995,160.00","994,940.00","993,540.00","990,790.00","990,110.00","989,180.00","989,270.00","989,110.00","989,470.00","989,230.00","989,870.00","989,670.00","989,400.00"
"969,100.00","959,060.00","989,260.00","992,640.00","993,660.00","995,410.00","999,020.00","995,130.00","994,750.00","993,740.00","990,910.00","990,260.00","989,330.00","989,130.00","989,220.00","989,420.00","989,390.00","989,960.00","989,590.00","989,490.00"
"970,340.00","959,580.00","989,070.00","992,980.00","993,630.00","995,240.00","998,910.00","994,960.00","994,780.00","993,540.00","990,740.00","990,090.00","989,130.00","989,060.00","989,290.00","989,320.00","989,520.00","989,820.00","989,540.00","989,290.00"
"970,830.00","958,720.00","988,910.00","992,750.00","993,670.00","995,210.00","998,730.00","995,310.00","994,790.00","993,630.00","990,810.00","990,180.00","989,090.00","989,110.00","989,190.00","989,040.00","989,260.00","989,820.00","989,530.00","989,450.00"
"970,800.00","958,930.00","989,320.00","992,640.00","993,590.00","995,360.00","998,940.00","995,130.00","994,850.00","993,650.00","990,840.00","990,100.00","989,470.00","989,000.00","989,200.00","989,220.00","989,210.00","989,790.00","989,700.00","989,420.00"
"970,830.00","958,870.00","989,410.00","992,920.00","993,900.00","995,310.00","998,900.00","995,140.00","995,130.00","993,830.00","990,810.00","990,140.00","989,420.00","989,050.00","989,360.00","989,160.00","989,060.00","989,850.00","989,500.00","989,540.00"
"969,960.00","959,380.00","989,210.00","992,630.00","993,810.00","995,170.00","998,850.00","995,280.00","994,990.00","993,780.00","990,860.00","989,950.00","989,300.00","989,050.00","989,620.00","989,050.00","989,260.00","989,840.00","989,580.00","989,360.00"
"969,600.00","959,440.00","989,260.00","992,770.00","993,980.00","995,390.00","999,110.00","994,960.00","994,990.00","993,640.00","990,860.00","990,200.00","989,430.00","989,310.00","989,310.00","989,240.00","989,370.00","989,750.00","989,550.00","989,320.00"
"969,370.00","959,740.00","989,250.00","992,530.00","994,010.00","995,370.00","999,190.00","995,000.00","994,590.00","993,660.00","990,550.00","989,930.00","989,240.00","989,230.00","989,250.00","989,130.00","989,330.00","989,670.00","989,740.00","989,410.00"
"969,930.00","959,350.00","989,190.00","992,800.00","993,950.00","995,460.00","999,000.00","995,410.00","994,720.00","993,680.00","990,940.00","990,100.00","989,280.00","989,250.00","989,250.00","989,100.00","989,390.00","989,710.00","989,610.00","989,620.00"
"969,290.00","959,190.00","989,030.00","992,720.00","993,860.00","995,400.00","999,010.00","995,160.00","994,610.00","993,580.00","990,840.00","990,300.00","989,460.00","988,980.00","989,460.00","989,300.00","989,310.00","989,760.00","989,720.00","989,420.00"
"968,820.00","959,590.00","989,150.00","992,650.00","993,660.00","995,100.00","999,050.00","995,310.00","994,900.00","993,690.00","990,960.00","990,260.00","989,240.00","989,040.00","989,360.00","989,240.00","989,390.00","989,710.00","989,910.00","989,440.00"
"969,360.00","959,440.00","989,140.00","992,590.00","993,870.00","995,340.00","999,010.00","995,080.00","994,740.00","993,560.00","990,710.00","990,450.00","989,420.00","989,000.00","989,170.00","989,360.00","989,330.00","989,690.00","989,630.00","989,600.00"
"967,380.00","959,390.00","989,040.00","992,710.00","993,740.00","995,360.00","999,190.00","995,220.00","994,600.00","993,570.00","990,780.00","990,300.00","989,350.00","988,750.00","989,150.00","989,090.00","989,280.00","989,820.00","989,620.00","989,590.00"
"967,280.00","959,670.00","989,070.00","992,890.00","993,680.00","995,440.00","999,030.00","995,280.00","994,760.00","993,240.00","990,700.00","990,360.00","989,130.00","989,090.00","989,240.00","989,140.00","989,280.00","989,580.00","989,880.00","989,690.00"
"966,940.00","959,660.00","989,240.00","992,750.00","993,640.00","995,110.00","999,020.00","995,520.00","994,740.00","993,640.00","990,840.00","990,210.00","989,340.00","989,030.00","989,350.00","989,150.00","989,290.00","989,660.00","989,670.00","989,600.00"
